
"1462083804605018114","Sat Nov 20 15:41:57 +0000 2021","0","Murka bgt gue sm indihome sumpah awas aje lu besok jd kena denda ye. Putus kita udahan aja. Paling terburuk deh layanan lo emang mana mahal anjir https://t.co/MWDucHXbk6","1462083804605018114","https://pbs.twimg.com/media/FEpdeGAVQAUumBw.jpg","","in","—̳͟͞͞ イ世界✧◞♡ ","0","0","0","https://x.com/miaonggi/status/1462083804605018114","965894119330537472","miaonggi"
"1462059147239694342","Sat Nov 20 14:03:59 +0000 2021","104","Buat para indihome ini beneran ada yg ganggu si kcg! Oyen atau dia lagi kesal sendiri? https://t.co/aeW4JnmVRA","1462059147239694342","https://pbs.twimg.com/ext_tw_video_thumb/1461921672085196804/pu/img/eFTZ_Y94FENxZOGj.jpg","","in","Indonesia","2","9","21","https://x.com/petsfess/status/1462059147239694342","624785829","petsfess"
"1462087942021599233","Sat Nov 20 15:58:24 +0000 2021","60"," PERHATIAN PERHATIAN Masih serba-serbi Mandalika GP Series nih! Yuk Sob temukan 3 kata tersembunyi berikut dan dapatkan saldo LinkAja dari IndiHome. Harus jeli nih Good luck ️ #Giveaway #giveawayindonesia #kuisberhadiah #IndiHomeMbois #AktivitasTanpaBatas https://t.co/ni4tfymUa6","1462087942021599233","https://pbs.twimg.com/media/FEphOs8VgAIilsk.jpg","","in","Surabaya, Jawa Timur","2","76","62","https://x.com/IndiHomeJBN/status/1462087942021599233","1386525471957917701","IndiHomeJBN"
"1462203835112300546","Sat Nov 20 23:38:55 +0000 2021","0","Dear indihome fu for your services and your apps. Pembayaran aja gagal terus dr kemaren. Ini lagi aplikasi udah susah login. Pas berhasil login malah begini &gt;:( https://t.co/UeXBbBezjO","1462203835112300546","https://pbs.twimg.com/media/FErKoiaUcAUTJiu.jpg","","in","stayville 801 st","0","0","0","https://x.com/deeeminds/status/1462203835112300546","87632540","deeeminds"
"1462077194692300801","Sat Nov 20 15:15:41 +0000 2021","0","@.indihome udah bayar loh ga pernah nunggak. https://t.co/oCmwQaGqGX","1462077194692300801","https://pbs.twimg.com/media/FEpXdKFVIAQG_o2.jpg","","in","she/her","0","1","0","https://x.com/MOONCHILDs_94/status/1462077194692300801","3247353714","MOONCHILDs_94"
"1462086309187502080","Sat Nov 20 15:51:55 +0000 2021","29","Yeay selamat untuk kak @dieyrocks dan @sellayessica yuk DM nomor LinkAja kakak ️ Eits habisini langsung ada giveaway dari IndiHome JBN terbaru lho! Stay tuned yaaa Sob! #AktivitasTanpaBatas #IndiHomeMbois #IndiHome #Giveaway https://t.co/F4mngjgUjh","1462086309187502080","https://pbs.twimg.com/media/FEpftmXVQAEP3tw.jpg","","in","Surabaya, Jawa Timur","0","12","14","https://x.com/IndiHomeJBN/status/1462086309187502080","1386525471957917701","IndiHomeJBN"
"1462085000749223940","Sat Nov 20 15:46:43 +0000 2021","25","Selamat kepada pemenang #GiveawayJBN edisi Tretan Muslim yeay ️ @NindyWulandari9 @azahwan1 yuk kirimkan no LinkAjanya lewat DM ️ Penasaran gak siapa pemenang giveaway dari IndiHome edisi Mandalika? Bakalan langsung upload habisini lho #giveaway #IndiHomeMbois https://t.co/AptCHBU7og","1462085000749223940","https://pbs.twimg.com/media/FEpejZnUYAMH0X6.jpg","","in","Surabaya, Jawa Timur","0","11","11","https://x.com/IndiHomeJBN/status/1462085000749223940","1386525471957917701","IndiHomeJBN"
"1462033501356576779","Sat Nov 20 12:22:04 +0000 2021","0","Nikmati paket IndiHome 3P dengan bebas akses Disney+ Hotstar! Internetan hingga 300Mbps nonton tayangan favorit dari Disney+ Hotstar dan telponan hingga 100 menit! Yuk berlangganan sekarang juga! #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/7mnwdIsIB0","1462033501356576779","https://pbs.twimg.com/ext_tw_video_thumb/1462033422348521480/pu/img/bxJsoayHC9jsY0L3.jpg","","in","Medan Kota Belawan, Indonesia","0","0","0","https://x.com/christmagdalena/status/1462033501356576779","93819405","christmagdalena"
"1462034405803708418","Sat Nov 20 12:25:40 +0000 2021","0","Sobat IndiHome Smart sudah tahu belum? Sobat bisa mengatur smart lamp menggunakan IndiHome Smart lho! #RumahkuRumahPintar #AktivitasTanpaBatas #InternetnyaIndonesia #BUMNuntukIndonesia #IndiHomeSmart #IntelligentHome #IndiHomeIndonesia https://t.co/xh8ap5OqFu","1462034405803708418","https://pbs.twimg.com/ext_tw_video_thumb/1462033882941820930/pu/img/lujb5Nu8Am2aSciv.jpg","","in","Medan Kota Belawan, Indonesia","0","0","0","https://x.com/christmagdalena/status/1462034405803708418","93819405","christmagdalena"
"1462113098702016515","Sat Nov 20 17:38:22 +0000 2021","0","Makek IndiHome sejatinya nambahi ruwet https://t.co/TrVDiCrsNG","1462113098702016515","https://pbs.twimg.com/media/FEp4HVYVkAEbt5u.jpg","","in","Demak, Indonesia","0","0","0","https://x.com/QonadilaHaqqi/status/1462113098702016515","703796678373953536","QonadilaHaqqi"
